record,uuid,status,dTrack,qtime,rnid,consent,HH1,HH23r1,HH23r2,HH23r3,HHCr1,HHCr2,HHCr3,HHAr1,HHAr2,HHAr3,HH4,HH5,HH6r1,HH6r2,HH6r3,HH6r4,HH6r5,HH6r6,HH6r6oe,HHR,Q2,hRegionUS,HH7,HH7r3oe,HHO,HH8,HH8r8oe,HH9,HH10,HH10_1,HH11,HH12r1,noanswerHH12_r8,HH12a,HH13r1,noanswerHH13_r8,HH13a,HHI,ESC1r1,ESC1r2,ESC1r3,ESC1r4,ESC1r5,ESC1ar1,ESC1ar2,ESC1ar3,ESC1ar4,ESC1ar5,ESC1ar6,ESC1br1c1,ESC1br2c1,ESC1br3c1,ESC1br4c1,ESC1b_1r1c2,ESC1b_1r2c2,ESC1b_1r3c2,ESC1b_1r4c2,ESC1b1r1,ESC1b1r2,ESC1b1r3,ESC1b1r4,ESC1cr1c1,ESC1cr2c1,ESC1cr3c1,ESC1cr4c1,ESC1c_1r1c2,ESC1c_1r2c2,ESC1c_1r3c2,ESC1c_1r4c2,ESC1c1r1,ESC1c1r2,ESC1c1r3,ESC1c1r4,ESC2,ESC2a,ESC2b,ESC2c,EB2a,EB2a1,EB3a,EB3a1,EB2b,EB2b1,EB3b,EB3b1,EB2c,EB2c1,EB3c,EB3c1,EB2d,EB2d1,EB3d,EB3d1,EB2e,EB2e1,EB3e,EB3e1,EB4,Q4ar1,Q4ar2,Q4ar3,Q4ar4,Q4ar5,Q4ar6,Q4ar6oe,EB5r1,EB5r2,EB5r3,EB5r4,EB6r1,EB6r2,EB6r3,EB6r4,EB7a,Q7a1,Q7a2,Q7a3,EB7b,Q7b1,Q7b2,Q7b3,EB7c,Q7c1,Q7c2,Q7c3,EB7d,Q7d1,Q7d2,Q7d3,EB8a,Q8a1,Q8a2,Q8b1,EB8b,Q8b2,EB8c,Q8c1,Q8c2,EB8d,Q8d1,Q8d2,HEC1r1a,HEC1r1b,HEC1r1c,HEC1r1d,HEC2r1,HEC2r2,HEC2r3,HEC2r4,HEC2r5,HEC2r6,HEC2r7,HEC2r8,HEC2r9,HEC2r10,HEC2r9oe,HEC3r3a,HEC3r3b,HEC3r3c,HEC3r3d,HEC3r3e,HEC3r3f,HEC3r3g,HEC3r3h,HEC4a,HEC4ai,HEC4aii,HEC4b,HEC4bi,HEC4bii,HEC5,HEC5a,HEC5a1,HEC5a2r1,HEC5a2r2,HEC5a2r3,HEC5a2r4,HEC5a2r5,HEC5a2r6,HEC5a2r7,HEC6,HEC6a,HEC6b1,HEC6b2r1,HEC6b2r2,HEC6b2r3,HEC6b2r4,HEC6b2r5,HEC6b2r6,EL1,hEL1r1,EL2,hEL2r1,EL3,CEP1,Q14a1,CEP2,Q14b1,CEP3,Q14c1,CEP4,Q14d1,CEP5,Q14e1,CEP6,CEP7,CEP8r1,CEP8r2,CEP8r3,CEP8r4,EH1a_er1a,EH1a_er2b,EH1a_er3c,EH1a_er4d,EH1a_er5e,EH2,EH2_1r1,EH2_1r2,EH2_1r3,EH2_1r3oe,H1r1,H1r2,H1r3,H1r4,H1r5,H1r6,H1r7,H1r7oe,H2r1,H2r2,H2r3,H2r4,H2r5,H2r6,H2r7,H2r8,H2r9,H2r10,H2r11,H2r12,H2r13,H2r14,H2r15,H2r16,noanswerH2_r17,PSSPSS1,PSSPSS2,PSSPSS3,PSSPSS4,PSSPSS5,PSSPSS6,PSSPSS7,PSSPSS8,PSSPSS9,PSSPSS10,SF1,SF2,SF3,PSQI1,PSQI2a,PSQI2b,FI1,FI2,FI3,FI4
45,pu8ja05cd2z3h184,3,0,620.8195639,EPOVL6PHX7JSHCQ4N8,1,5,2,2,1,1,0,1,1,1,0,34,1,0,1,0,0,0,0,,1,33,1,1,,2,2,,8,2014,2019,4,1800,0,,300000,0,,3,0,1,0,0,0,0,1,0,0,0,0,,300,,,0,0,0,0,,,,,,300,,,0,0,0,0,,,,,1,180,2,1,,,,,1,4,1,3,,,,,,,,,1,2,1,2,2,1,0,0,4,0,0,,,1,,4,,1,,4,,,,,1,3,2,,,,,,1,12,2,,,,,2,1,,,,,1,2,,4,3,3,4,0,0,1,1,0,1,0,0,0,0,,4,3,4,3,3,4,3,3,1,70,75,1,60,60,1,1,1,0,1,1,0,0,1,0,2,1,1,0,1,1,0,0,0,2,1,2,,1,1,2,1,2,1,2,1,2,1,2,1,1,0,1,0,0,4,3,3,3,2,1,1,0,0,,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,4,5,4,5,4,5,4,4,4,5,2,3,3,1,1,2,2,2,2,2
81,gkvqusx1zg7j8vrd,3,0,411.8357499,EPOVL6TSJKG9WJ34N7,1,4,0,2,0,0,1,0,0,1,1,45,2,0,0,0,1,0,0,,3,39,1,1,,2,2,,2,1980,,3,,1,6,,1,2,2,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1,90,3,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,4,,,1,4,,,4,2,,,,,,,,,,,,2,,,,2,,,,,,,,,2,,,1,1,1,1,0,0,0,0,0,0,0,0,0,1,,1,1,1,1,1,1,1,1,2,,,2,,,8,2,,,,,,,,,3,2,,,,,,,,1,,1,1,1,2,,2,,2,,2,,2,,2,2,0,0,0,1,1,1,1,1,1,0,,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,4,2,2,1,0,0,1,3,1,1
22,nvc85x5hb0rtgqsm,3,0,909.0445175,EPOVL5ZS9P84PYL4N4,1,2,0,0,2,0,1,0,1,0,0,79,2,1,0,0,0,0,0,,3,48,4,1,,2,2,,3,1987,,3,500,0,,,1,1,1,1,1,0,0,0,1,1,0,0,0,0,45,75,,,0,0,0,0,,,,,,,,,1,1,0,0,1,1,,,1,50,1,2,2,,,,2,,,,,,,,,,,,2,,,,1,,,,,,,,2,2,,1,2,2,,3,2,,,,2,,,,,,,,2,,,,2,,,,2,,,,,2,,,3,3,3,3,0,0,0,0,0,0,0,0,0,1,,3,2,3,2,4,3,3,3,1,72,72,1,72,72,4,2,,,,,,,,,4,2,,,,,,,,2,1,3,,3,2,,2,,2,,2,,2,,2,2,0,0,1,0,2,2,2,2,2,0,,,,,1,2,2,2,2,2,2,Nothing,,,,,,,,,,,,,,,,,1,2,2,2,4,4,2,4,4,2,2,3,2,2,1,0,0,1,2,3,3
34,f1nakvjthekpb39x,3,0,840.6531477,EPOVL668S3V7T9H4N3,1,1,0,0,1,0,1,0,1,0,0,66,2,1,0,0,0,0,0,,3,6,4,1,,2,1,,3,2004,,3,750,0,,12000,0,,1,1,1,0,0,0,1,1,0,0,0,0,60,100,,,0,0,0,0,,,,,60,25,,,0,0,0,0,,,,,1,44,1,1,2,,,,2,,,,,,,,,,,,2,,,,2,0,2,0,0,0,0,,2,2,,4,2,2,,1,2,,,,2,,,,,,,,2,,,,2,,,,2,,,,,2,,,3,3,3,3,0,0,0,0,0,0,0,0,0,1,,3,3,3,3,3,3,3,3,1,75,70,1,82,82,4,2,,,,,,,,,4,2,,,,,,,,2,1,1,1,2,2,,2,,2,,2,,2,,2,2,0,0,0,1,2,2,2,2,2,0,,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,2,1,1,3,1,1,1,0,0,1,3,3,3
24,kxx41w7uu92v34x8,3,0,903.5715432,EPOVL5ZX7HVS9G74N9,1,2,0,0,2,0,1,0,1,0,0,76,2,1,0,0,0,0,0,,3,39,1,1,,2,2,,2,2005,,4,700,0,,68000,0,,3,1,0,0,0,0,1,0,0,0,0,0,250,,,,0,0,0,0,,,,,100,,,,0,0,0,0,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,4,4,4,4,0,0,0,0,0,0,0,0,0,1,,3,4,4,3,3,3,3,3,1,65,60,1,70,75,4,2,,,,,,,,,4,2,,,,,,,,2,1,1,1,1,1,3,2,,2,,2,,2,,2,2,0,0,0,1,1,1,1,5,1,0,,,,,1,2,2,2,1,2,,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,1,1,1,5,5,2,4,4,2,2,2,2,2,1,0,0,1,3,3,3
30,8bdxdtc3bn0tbfe2,3,0,914.7241042,EPOVL64YXVL959T4N3,1,1,0,0,1,0,1,0,1,0,0,77,2,0,1,0,0,0,0,,2,41,3,1,,2,2,,3,2000,,4,,1,7,,1,2,2,1,0,0,0,0,1,0,0,0,0,0,,,,,1,0,0,0,5,,,,,,,,1,0,0,0,5,,,,1,50,1,1,2,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,2,,,3,4,,,1,2,,,,,,,,,,,,2,,,,2,,,,,,,,,2,,,4,4,4,4,0,0,0,0,0,0,0,0,0,1,,4,4,4,4,4,4,4,4,1,72,72,1,72,72,8,2,,,,,,,,,8,2,,,,,,,,3,,3,,1,2,,2,,2,,2,,2,,2,2,1,0,0,0,5,5,5,5,5,0,,,,,99,99,99,99,99,99,,,,,,,,,,,,,,,,,,,1,2,1,1,5,5,2,5,5,2,2,2,1,1,1,0,0,1,3,3,3
73,75ppmz9tgnmrkrps,3,0,513.3297679,EPOVL6SW95RQTPR4N5,1,1,0,0,1,0,1,0,1,0,0,68,2,1,0,0,0,0,0,,3,1,3,1,,2,2,,3,2005,,3,730,0,,59000,0,,3,1,0,0,0,0,1,0,0,0,0,0,175,,,,0,0,0,0,,,,,200,,,,0,0,0,0,,,,,1,30,1,1,2,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,2,,,2,2,,,4,2,,,,,,,,,,,,2,,,,2,,,,,,,,,2,,,3,3,3,3,0,0,0,0,0,0,0,0,0,1,,3,3,3,2,3,3,3,3,1,68,66,1,68,66,2,2,,,,,,,,,4,2,,,,,,,,2,1,3,,2,2,,2,,2,,2,,2,,2,2,0,0,0,1,1,1,1,1,1,0,,,,,1,2,2,2,2,2,1,hay fever,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,1,1,1,5,4,1,5,5,1,1,2,1,1,1,0,0,1,3,3,3
27,26v6ekkrp6gr59nn,3,0,945.6143513,EPOVL5ZYNJQFKDT4N8,1,1,0,0,1,0,1,0,1,0,0,71,1,1,0,0,0,0,0,,1,26,2,2,,1,8,Apartment,2,2012,,2,875,0,,2500,0,,1,1,1,0,0,0,1,1,0,0,0,0,25,60,,,0,0,0,0,,,,,25,60,,,0,0,0,0,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,2,2,,,2,2,,,2,,,,2,,,,,,,,,,,,2,,,,2,,,,,,,,3,4,4,4,0,0,0,0,0,0,0,0,0,1,,3,2,2,3,3,3,3,3,1,70,65,1,75,75,4,2,,,,,,,,,4,2,,,,,,,,4,,1,1,2,2,,2,,2,,2,,2,,2,2,0,0,1,0,1,1,1,1,1,0,,,,,1,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,2,1,2,2,5,1,4,5,2,1,2,1,1,0,0,0,1,3,3,3
55,w1dpg36tq0mk6d8v,3,0,636.818423,EPOVL6R377DJMXD4N2,1,2,0,0,2,0,1,0,1,0,0,38,2,1,0,0,0,0,0,,3,22,1,1,,2,3,,2,2009,,3,,1,7,,1,4,3,1,0,0,0,0,1,0,0,0,0,0,,,,,1,0,0,0,5,,,,,,,,1,0,0,0,5,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,3,3,3,3,0,0,0,0,0,0,0,0,0,1,,3,3,3,3,3,3,3,3,1,55,60,1,75,65,5,2,,,,,,,,,3,2,,,,,,,,2,1,1,1,3,2,,2,,2,,2,,2,,2,2,0,0,0,1,2,1,1,1,1,0,,,,,2,2,2,2,2,2,,,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,1,0,2,2,3,4,4,3,4,4,3,2,2,1,1,1,0,0,1,3,3,3
38,8raq02hyye3yfr8c,3,0,875.5264785,EPOVL67DBQGRKP94N5,1,4,0,3,0,0,1,0,0,1,1,57,2,1,0,0,0,0,0,,3,14,2,1,,2,2,,3,1995,,2,2400,0,,50000,0,,2,1,1,0,0,0,1,1,0,0,0,0,50,60,,,0,0,0,0,,,,,90,60,,,0,0,0,0,,,,,1,75,2,1,2,,,,2,,,,,,,,,,,,2,,,,1,,,,,,,,2,2,,2,2,2,,3,2,,,,2,,,,,,,,2,,,,2,,,,2,,,,,2,,,3,3,4,4,0,0,0,0,0,0,0,0,0,1,,3,3,4,3,3,4,4,4,1,68,68,1,74,74,4,2,,,,,,,,,3,2,,,,,,,,2,1,3,,1,2,,2,,2,,2,,2,,2,2,0,0,1,0,1,1,1,1,1,0,,,,,2,2,2,2,2,2,2,Allergy,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,1,5,5,1,5,5,1,1,1,1,1,0,0,1,1,3,3,3
17,cpnuyk3v3m030501,3,0,1026.299796,EPOVL5ZL3MP5R7B4N7,1,2,0,0,2,0,1,0,1,0,0,70,2,1,0,0,0,0,0,,3,36,2,1,,2,2,,3,2017,1,4,600,0,,170000,0,,3,1,1,0,0,0,1,1,0,0,0,0,80,110,,,0,0,0,0,,,,,120,10,,,0,0,0,0,,,,,1,35,1,2,2,,,,2,,,,,,,,,,,,2,,,,1,,,,,,,,4,4,,4,4,4,,2,2,,,,2,,,,,,,,2,,,,2,,,,2,,,,,2,,,4,4,3,3,0,0,0,0,0,0,0,0,0,1,,3,3,3,3,4,3,3,3,1,72,72,1,76,76,4,2,,,,,,,,,4,2,,,,,,,,2,1,1,1,2,2,,2,,2,,2,,2,,2,2,0,0,0,1,1,1,1,1,1,0,,,,,1,1,2,2,2,2,2,None,,,,,,,,,,,,,,,,,1,2,1,1,4,3,1,3,4,2,1,2,1,1,1,0,0,1,3,3,3
25,dqerbemz0mqherbx,3,0,1010.669037,EPOVL5ZXG7W8MZP4N5,1,1,0,0,1,0,1,0,1,0,0,76,2,1,0,0,0,0,0,,3,39,1,1,,2,2,,3,1998,,2,,1,3,33000,0,,2,1,0,0,1,0,1,0,0,0,0,0,250,,,,0,0,0,0,,,,,250,,,,0,0,0,0,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,3,3,3,3,0,0,0,0,0,0,0,0,0,1,,3,3,3,3,3,3,3,3,1,72,72,1,72,72,4,2,,,,,,,,,4,2,,,,,,,,2,1,1,1,3,2,,2,,2,,2,,2,,2,2,0,0,0,1,1,1,1,1,1,0,,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,1,5,5,1,1,2,1,1,0,0,0,1,3,3,3
32,cs5yuddkwxkfe1t4,3,0,1001.857073,EPOVL65F5R9WBGK4N4,1,1,0,0,1,0,1,0,1,0,0,74,2,1,0,0,0,0,0,,3,30,1,1,,2,2,,3,2003,,4,,1,2,,1,3,3,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,3,4,4,4,0,0,0,0,0,0,0,0,0,1,,3,4,4,3,4,4,4,4,1,66,66,1,66,66,4,2,,,,,,,,,4,2,,,,,,,,3,,1,1,2,2,,2,,2,,2,,2,,2,2,1,0,0,0,1,1,1,1,1,0,,,,,1,2,2,2,1,2,,,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,0,2,1,1,5,5,1,5,4,1,1,2,2,1,0,0,0,1,3,3,3
42,svktwphbe6uxqwh9,3,0,881.8125036,EPOVL6FPK895Q3T4N3,1,1,0,0,0,0,1,0,0,0,1,36,2,1,0,0,0,0,0,,3,44,3,2,,1,2,,2,2013,,5,950,0,,15200,0,,1,1,1,0,0,0,1,1,0,0,0,0,55,60,,,0,0,0,0,,,,,55,60,,,0,0,0,0,,,,,1,60,1,1,2,,,,2,,,,,,,,,,,,2,,,,1,,,,,,,,2,2,,1,2,2,,2,2,,,,2,,,,,,,,2,,,,1,1,,,2,,,,,2,,,3,3,3,4,0,0,0,0,0,0,1,0,0,0,,3,3,3,3,3,3,3,3,1,72,72,1,72,72,4,2,,,,,,,,,4,2,,,,,,,,3,,1,1,1,2,,2,,2,,2,,2,,2,2,0,0,1,0,1,1,1,1,1,0,,,,,1,2,1,2,2,2,,,,,,,,,,,,,,,,,,,1,2,1,2,4,4,2,4,4,2,2,2,2,2,1,0,0,1,3,3,3
70,e1sgjx5pnvd5dxn0,3,0,640.2803555,EPOVL6SS52B8HWJ4N6,1,2,0,0,2,0,1,0,1,0,0,77,2,1,0,0,0,0,0,,3,6,4,1,,2,2,,4,2016,1,4,300,0,,220000,0,,3,1,1,0,0,0,1,1,0,0,0,0,59,35,,,0,0,0,0,,,,,75,12,,,0,0,0,0,,,,,1,80,1,1,2,,,,2,,,,,,,,,,,,2,,,,1,,,,,,,,2,2,,1,2,2,,2,2,,,,2,,,,,,,,2,,,,2,,,,2,,,,,2,,,4,4,4,3,0,0,0,0,0,0,0,0,0,1,,4,3,3,4,4,3,3,4,1,72,66,1,78,74,4,2,,,,,,,,,3,2,,,,,,,,2,1,1,1,1,2,,2,,2,,2,,2,,2,2,0,0,0,1,2,1,2,1,1,0,,,,,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,1,4,4,1,1,2,2,1,0,0,0,1,3,3,3
56,krwe198hegz9hwqt,3,0,727.4800281,EPOVL6R88YLY6YY4N9,1,2,0,0,2,0,1,0,1,0,0,73,2,1,0,0,0,0,0,,3,31,1,2,,1,7,,1,2005,,2,1000,0,,50000,0,,2,1,1,0,0,0,1,1,0,0,0,0,20,8,,,0,0,0,0,,,,,35,8,,,0,0,0,0,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,4,4,,,2,2,,,2,,,,2,,,,,,,,,,,,2,,,,2,,,,,,,,3,3,3,3,0,0,0,0,0,0,0,0,0,1,,3,3,3,3,3,3,3,3,2,,,2,,,4,2,,,,,,,,,4,2,,,,,,,,2,1,1,1,3,2,,2,,2,,2,,2,,2,2,0,1,0,0,2,5,5,5,1,0,,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,1,2,2,1,2,2,2,2,5,2,1,2,1,1,0,0,0,1,3,3,3
63,7kcpamk3jpr1u3fd,3,0,723.9191089,EPOVL6RZB5VJ84K4N5,1,1,0,0,1,0,1,0,1,0,0,69,2,1,0,0,0,0,0,,3,22,1,1,,2,2,,4,1975,,2,2600,0,,50000,0,,2,0,1,0,0,0,1,1,0,0,0,0,50,130,,,0,0,0,0,,,,,30,20,,,0,0,0,0,,,,,1,500,4,1,2,,,,2,,,,,,,,,,,,2,,,,1,,,,,,,,,3,,4,,2,,2,,,,,2,,,,,,,,2,,,,,,,,2,,,,,2,,,4,4,3,4,0,0,0,0,0,0,0,0,0,1,,3,3,4,4,3,4,3,4,1,65,65,2,,,4,2,,,,,,,,,2,2,,,,,,,,2,1,1,1,2,2,,2,,2,,2,,2,,2,2,0,0,0,1,1,1,1,1,1,0,,,,,1,2,2,2,2,2,99,None,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,5,5,1,4,5,2,2,2,1,1,0,0,0,1,3,3,3
54,xsveutk2j99r7zu5,3,0,765.328114,EPOVL6R24XKMQYY4N1,1,2,0,2,0,0,1,0,0,1,0,32,2,0,1,0,0,0,0,,2,21,3,1,,2,2,,5,2017,1,4,2000,0,,,1,6,3,1,0,0,0,0,0,0,1,0,0,0,,,,,0,0,1,0,,,3,,,,,,0,0,1,0,,,2,,2,,,,,,,,,,,,2,,,,,,,,,,,,2,0,2,0,0,0,0,,2,,,,2,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,1,3,4,0,0,1,0,0,0,0,0,0,0,,3,3,1,2,2,2,2,2,2,,,1,70,70,4,2,,,,,,,,,3,2,,,,,,,,2,1,3,,3,1,2,2,,1,3,2,,2,,2,2,0,1,0,0,2,1,3,3,3,0,,,,,1,2,99,99,2,99,,,2,2,99,99,99,99,99,1,2,2,99,99,99,99,99,99,0,2,3,4,3,3,4,5,3,1,1,3,3,2,1,1,2,2,2,2,2
77,3kn5xya636a216r1,3,0,653.5711761,EPOVL6TDYZF4RQK4N8,1,2,0,0,2,0,1,0,1,0,0,77,2,1,0,0,0,0,0,,3,39,1,1,,2,2,,2,2012,,4,650,0,,130000,0,,3,1,1,0,0,0,1,1,0,0,0,0,40,120,,,0,0,0,0,,,,,200,25,,,0,0,0,0,,,,,1,120,3,1,2,,,,2,,,,,,,,,,,,2,,,,1,,,,,,,,2,2,,1,2,2,,1,2,,,,2,,,,,,,,2,,,,2,,,,2,,,,,2,,,2,3,3,3,0,0,0,0,0,0,0,0,0,1,,4,3,3,2,3,3,3,3,1,55,55,1,68,67,6,2,,,,,,,,,4,2,,,,,,,,2,1,1,1,1,2,,2,,2,,2,,2,,2,2,0,0,1,0,1,1,1,1,1,0,,,,,1,2,1,1,1,2,,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,0,2,2,2,1,1,1,2,4,2,1,3,2,2,1,0,0,1,3,3,3
72,pu86jepg26xyg8yk,3,0,725.4865053,EPOVL6STYBSRS8S4N4,1,1,0,0,1,0,1,0,1,0,0,82,2,1,0,0,0,0,0,,3,39,1,1,,2,2,,4,2010,,3,1200,0,,45,0,,1,1,0,0,0,0,1,0,0,0,0,0,375,,,,0,0,0,0,,,,,275,,,,0,0,0,0,,,,,2,,,,1,1,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,3,3,3,4,0,0,0,0,0,0,0,0,0,1,,3,3,4,3,3,4,3,3,1,70,65,1,68,68,4,2,,,,,,,,,4,2,,,,,,,,2,1,3,,1,2,,2,,2,,2,,2,,2,2,1,0,0,0,2,1,1,1,1,0,,,,,1,2,2,2,1,2,,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,1,5,5,1,5,4,4,1,3,5,2,1,0,0,1,3,3,3
48,f9ddfje1q42sbvtp,3,0,859.6393743,EPOVL6QW8SNT9624N2,1,2,0,0,2,0,1,0,1,0,0,75,2,1,0,0,0,0,0,,3,5,4,1,,2,2,,3,2004,,2,,1,1,50000,0,,2,1,1,0,0,0,1,1,0,0,0,0,50,65,,,0,0,0,0,,,,,70,25,,,0,0,0,0,,,,,1,40,1,1,2,,,,2,,,,,,,,,,,,2,,,,1,,,,,,,,2,2,,2,2,2,,3,2,,,,2,,,,,,,,2,,,,2,,,,2,,,,,2,,,4,4,4,4,0,0,0,0,0,0,0,0,0,1,,4,4,4,4,4,4,4,4,1,71,69,1,70,69,5,2,,,,,,,,,4,2,,,,,,,,2,1,1,1,1,2,,2,,2,,2,,2,,2,2,0,0,0,1,1,1,1,1,1,0,,,,,1,2,2,2,2,2,,,1,1,1,2,1,1,1,1,2,1,2,2,2,2,1,1,0,1,1,2,5,5,1,5,5,1,1,3,3,1,1,0,0,1,3,3,3
37,y5egy0948qq1ev8r,3,0,1081.622947,EPOVL677LPZR58S4N3,1,1,0,0,1,0,1,0,1,0,0,70,1,1,0,0,0,0,0,,1,10,3,1,,2,2,,3,2000,,4,3500,0,,59999,0,,3,1,0,0,0,0,1,0,0,0,0,0,225,,,,0,0,0,0,,,,,245,,,,0,0,0,0,,,,,1,45,3,1,2,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,2,,,3,2,,,3,2,,,,,,,,,,,,2,,,,1,3,,,,,,,,2,,,3,3,3,3,0,0,0,0,0,0,0,0,1,0,Outside painting and roof cleaning,3,3,3,3,3,3,3,3,1,75,75,1,74,75,4,2,,,,,,,,,4,2,,,,,,,,2,1,1,1,2,2,,2,,2,,2,,2,,2,2,1,0,0,0,1,1,4,1,1,0,,,,,1,2,2,2,2,1,,,2,1,2,1,1,1,2,1,2,1,1,2,1,1,2,1,0,2,2,2,4,4,2,4,5,2,2,3,1,1,1,3,0,2,3,3,3
89,kb0pegqtm95zuzsg,3,0,686.6574502,EPOVL6X23VQYRLX4N5,1,2,0,0,2,0,1,0,1,0,0,74,2,1,0,0,0,0,0,,3,36,2,1,,2,2,,5,1978,,2,400,0,,190000,0,,3,1,0,0,0,0,1,0,0,0,0,0,250,,,,0,0,0,0,,,,,100,,,,0,0,0,0,,,,,1,2,5,2,2,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,2,,,3,2,,,1,2,,,,,,,,,,,,2,,,,2,,,,,,,,,2,,,4,3,4,3,0,0,0,0,0,0,0,0,0,1,,4,3,4,4,4,4,4,3,1,72,72,1,72,72,4,2,,,,,,,,,5,2,,,,,,,,2,1,1,1,2,2,,2,,2,,2,,2,,2,2,0,0,1,0,2,1,1,1,1,0,,,,,1,1,2,2,2,2,,,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,0,1,1,1,5,5,1,5,5,1,1,2,2,1,0,1,0,1,3,3,3
44,m4s94r0rp3p0xpfg,3,0,1059.539958,EPOVL6NV5P4V6HD4N2,1,1,0,1,0,0,1,0,0,1,0,54,2,1,0,0,0,0,0,,3,10,3,1,,2,3,,2,2018,1,3,500,0,,40000,0,,2,1,0,0,0,0,1,0,0,0,0,0,75,,,,0,0,0,0,,,,,110,,,,0,0,0,0,,,,,1,40,1,1,2,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,2,,,2,2,,,2,2,,,,,,,,,,,,2,,,,2,,,,,,,,,2,,,3,3,4,4,0,0,0,0,0,0,0,0,0,1,,3,3,4,3,4,3,4,3,1,70,70,1,75,75,4,2,,,,,,,,,3,2,,,,,,,,2,1,3,,1,2,,2,,2,,2,,2,,2,2,0,0,0,1,2,1,1,1,1,0,,,,,1,2,2,2,2,2,,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,3,2,3,4,3,2,4,4,3,2,2,1,1,1,0,0,1,3,3,3
82,3cmjz9vxmua09q87,3,0,815.3405116,EPOVL6TSCZSV8RS4N6,1,2,0,0,0,0,1,0,0,0,1,64,2,1,0,0,0,0,0,,3,15,2,1,,2,2,,4,1999,,3,200,0,,60000,0,,3,1,1,0,0,0,1,1,0,0,0,0,150,220,,,0,0,0,0,,,,,120,80,,,0,0,0,0,,,,,1,40,1,2,2,,,,2,,,,,,,,,,,,2,,,,1,,,,,,,,2,2,,3,2,2,,4,2,,,,2,,,,,,,,2,,,,1,1,,,2,,,,,1,3,,4,4,4,4,0,0,0,0,0,0,0,0,1,0,Gutters,4,4,4,4,4,4,3,4,1,70,68,1,72,72,5,1,1,0,0,0,0,0,0,1,4,2,,,,,,,,2,1,3,,2,2,,2,,2,,2,,2,,2,2,0,0,0,1,1,1,1,1,1,0,,,,,2,1,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,1,5,5,1,5,5,1,1,1,1,1,1,0,0,1,3,3,3
